ISO Code;Country name;Year;Number of deaths from drought;Number of deaths from earthquakes;Number of deaths from volcanic activity;Number of deaths from floods;Number of deaths from storms;Number of deaths from landslides;Number of deaths from wildfires;Number of deaths from extreme temperatures
SAU;Saudi Arabia;2020;0;0;0;1;0;0;0;0
SEN;Senegal;1950;0;0;0;0;0;0;0;0
SEN;Senegal;1960;0;0;0;0;0;0;0;0
SEN;Senegal;1970;0;0;0;0;0;0;0;0
SEN;Senegal;1980;0;0;0;0;0;0;0;0
SEN;Senegal;1990;0;0;0;0;18,7;0;0;0
SEN;Senegal;2000;0;0;0;5,1;0,2;0;0;0
SEN;Senegal;2010;0;0;0;4;0;0;0;0
SEN;Senegal;2020;0;0;0;3,6666667;0;0;0;0
SRB;Serbia;1950;0;0;0;0;0;0;0;0
SRB;Serbia;1960;0;0;0;0;0;0;0;0
SRB;Serbia;1970;0;0;0;0;0;0;0;0
SRB;Serbia;1980;0;0;0;0;0;0;0;0
SRB;Serbia;1990;0;0;0;0;0;0;0;0
SRB;Serbia;2000;0;0;0;0;0;0;0;0
SRB;Serbia;2010;0;0,2;0;5,8;0;0;0;3,6
SRB;Serbia;2020;0;0;0;0;0;0;0;0
SYC;Seychelles;1950;0;0;0;0;0;0;0;0
SYC;Seychelles;1960;0;0;0;0;0;0;0;0
SYC;Seychelles;1970;0;0;0;0;0;0;0;0
SYC;Seychelles;1980;0;0;0;0;0;0;0;0
SYC;Seychelles;1990;0;0;0;0,5;0;0;0;0
SYC;Seychelles;2000;0;0,3;0;0;0;0;0;0
SYC;Seychelles;2010;0;0;0;0;0;0;0;0
SYC;Seychelles;2020;0;0;0;0;0;0;0;0
SLE;Sierra Leone;1950;0;0;0;0;0;0;0;0
SLE;Sierra Leone;1960;0;0;0;0;0;0;0;0
SLE;Sierra Leone;1970;0;0;0;0;0,1;0;0;0
SLE;Sierra Leone;1980;0;0;0;0;6;0;0;0
SLE;Sierra Leone;1990;0;0;0;1,2;1,3;0;0;0
SLE;Sierra Leone;2000;0;0;0;13,3;0;0;0;0
SLE;Sierra Leone;2010;0;0;0;3,8;0;111,8;0;0
SLE;Sierra Leone;2020;0;0;0;4;0;0;0;0
SXM;Sint Maarten (Dutch part);1950;0;0;0;0;0;0;0;0
SXM;Sint Maarten (Dutch part);1960;0;0;0;0;0;0;0;0
SXM;Sint Maarten (Dutch part);1970;0;0;0;0;0;0;0;0
SXM;Sint Maarten (Dutch part);1980;0;0;0;0;0;0;0;0
SXM;Sint Maarten (Dutch part);1990;0;0;0;0;0;0;0;0
SXM;Sint Maarten (Dutch part);2000;0;0;0;0;0;0;0;0
SXM;Sint Maarten (Dutch part);2010;0;0;0;0;0,4;0;0;0
SXM;Sint Maarten (Dutch part);2020;0;0;0;0;0;0;0;0
SVK;Slovakia;1950;0;0;0;0;0;0;0;0
SVK;Slovakia;1960;0;0;0;0;0;0;0;0
SVK;Slovakia;1970;0;0;0;0;0;0;0;0
SVK;Slovakia;1980;0;0;0;0;0;0;0;0
SVK;Slovakia;1990;0;0;0;5,6;0;0;0;0
SVK;Slovakia;2000;0;0;0;0,4;0,2;0;0,6;0,1
SVK;Slovakia;2010;0;0;0;0,5;0,1;0;0;12,7
SVK;Slovakia;2020;0;0;0;0,6666667;0;0;0;0
SVN;Slovenia;1950;0;0;0;0;0;0;0;0
SVN;Slovenia;1960;0;0;0;0;0;0;0;0
SVN;Slovenia;1970;0;0;0;0;0;0;0;0
SVN;Slovenia;1980;0;0;0;0;0;0;0;0
SVN;Slovenia;1990;0;0;0;0;0;0;0;0
SVN;Slovenia;2000;0;0,1;0;0;0,6;0;0;28,9
SVN;Slovenia;2010;0;0;0;0,3;0;0;0;0,1
SVN;Slovenia;2020;0;0;0;0;0,33333334;0;0;0
SLB;Solomon Islands;1950;0;0;0;0;20;0;0;0
SLB;Solomon Islands;1960;0;0;0;0;1,6;0;0;0
SLB;Solomon Islands;1970;0;23,4;0;0;0,2;0;0;0
SLB;Solomon Islands;1980;0;0,1;0;0;10,1;0;0;0
SLB;Solomon Islands;1990;0;0;0;0;0,4;0;0;0
SLB;Solomon Islands;2000;0;5,2;0;2,1;0;0;0;0
SLB;Solomon Islands;2010;0;1;0;4,9;0,9;0;0;0
SLB;Solomon Islands;2020;0;0;0;0;16;0;0;0
SOM;Somalia;1950;0;0;0;0;0;0;0;0
SOM;Somalia;1960;5;0;0;20;0;0;0;0
SOM;Somalia;1970;1900;0;0;0;0;0;0;0
SOM;Somalia;1980;60;0;0;3,9;0;0;0;0
SOM;Somalia;1990;2,1;0;0;243,4;3;0;0;0
SOM;Somalia;2000;0,2;29,8;0;14;0;0;0;0
SOM;Somalia;2010;2000;0;0;8;22,1;0;0;0
SOM;Somalia;2020;0;0;0;19;3;0;0;0
ZAF;South Africa;1950;0;0;0;5,1;3,5;0;0;0
ZAF;South Africa;1960;0;0,9;0;0;0;0;0;0
ZAF;South Africa;1970;0;0;0;5,6;0;0;0;0
ZAF;South Africa;1980;0;0;0;63,5;7,4;0;0;0
ZAF;South Africa;1990;0;2,5;0;28;5,5;3,4;3,4;3
ZAF;South Africa;2000;0;0,2;0;15,2;6,2;0;9,4;2,2
ZAF;South Africa;2010;0;0,1;0;19,9;7,3;0;0,9;1,1
ZAF;South Africa;2020;0;0;0;198,66667;12,333333;0;0;0
KOR;South Korea;1950;0;0;0;30,9;67;10,3;0;0
KOR;South Korea;1960;0;0;0;136,5;31,3;11,6;0;0
KOR;South Korea;1970;0;0;0;111,7;26,3;2,5;0;0
KOR;South Korea;1980;0;0;0;21,6;116,4;7,2;0;0
KOR;South Korea;1990;0;0;0;75,3;33,6;3;0;4
KOR;South Korea;2000;0;0;0;19,8;42,3;0;0,2;0
KOR;South Korea;2010;0;0;0;7,9;8,7;5,9;0,1;0,6
KOR;South Korea;2020;0;0;0;23,666666;13,666667;0;0;0,6666667
SSD;South Sudan;1950;0;0;0;0;0;0;0;0
SSD;South Sudan;1960;0;0;0;0;0;0;0;0
SSD;South Sudan;1970;0;0;0;0;0;0;0;0
SSD;South Sudan;1980;0;0;0;0;0;0;0;0
SSD;South Sudan;1990;0;0;0;0;0;0;0;0
SSD;South Sudan;2000;0;0;0;1,7;0;0;0;0
SSD;South Sudan;2010;0;0;0;14,9;0;0;5;0
SSD;South Sudan;2020;0;0;0;2,3333333;0;0;0;0
ESP;Spain;1950;0;1,1;0;12,7;2,6;0;0;0
ESP;Spain;1960;0;0;0;44,5;0;0;0;0
ESP;Spain;1970;0;0;0;52,2;1,9;0;0;40
ESP;Spain;1980;0;0;0;13,9;4,2;0;1,7;4
ESP;Spain;1990;0;0;0;1,6;4,8;8,4;2;3
ESP;Spain;2000;0;0;0;5,8;5,8;0;2,9;1515,9
ESP;Spain;2010;0;1;0;5,6;1,6;0;0,8;1,1
ESP;Spain;2020;0;0;0,33333334;1;7,3333335;0;0;0
LKA;Sri Lanka;1950;0;0;0;0;20;0;0;0
LKA;Sri Lanka;1960;0;0;0;10,9;20,6;0;0;0
LKA;Sri Lanka;1970;0;0;0;1;74;5,4;0;0
LKA;Sri Lanka;1980;0;0;0;48,3;0;0;0;0
LKA;Sri Lanka;1990;0;0;0;10,5;0;6,5;0;0
LKA;Sri Lanka;2000;0;3539,9;0;36,3;1,4;0;0;0
LKA;Sri Lanka;2010;0;0;0;93,7;5,6;24,1;0;0
LKA;Sri Lanka;2020;0;0;0;17,333334;1,6666666;0;0;0
SDN;Sudan;1950;0;0;0;0;0;0;0;0
SDN;Sudan;1960;0;0;0;0;0;0;0;0
SDN;Sudan;1970;0;0;0;3,4;0;0;0;0
SDN;Sudan;1980;15000;0;0;9,6;0;0;0;0
SDN;Sudan;1990;0;0,3;0;33;0;0;4,7;0
SDN;Sudan;2000;0;0;0;22,5;3,3;0;0;0
SDN;Sudan;2010;0;0;0;52,6;2;0;0;1,6
SDN;Sudan;2020;0;0;0;117,666664;0;0;0;0
SUR;Suriname;1950;0;0;0;0;0;0;0;0
SUR;Suriname;1960;0;0;0;0;0;0;0;0
SUR;Suriname;1970;0;0;0;0;0;0;0;0
SUR;Suriname;1980;0;0;0;0;0;0;0;0
SUR;Suriname;1990;0;0;0;0;0;0;0;0
SUR;Suriname;2000;0;0;0;0,5;0;0;0;0
SUR;Suriname;2010;0;0;0;0;0;0;0;0
SUR;Suriname;2020;0;0;0;0;0;0;0;0
SWE;Sweden;1950;0;0;0;0;0;0;0;0
SWE;Sweden;1960;0;0;0;0;0;0;0;0
SWE;Sweden;1970;0;0;0;0;0;1,3;0;0
SWE;Sweden;1980;0;0;0;1,1;0;0;0;0
SWE;Sweden;1990;0;0;0;0;0,3;0;0;0
SWE;Sweden;2000;0;0;0;0;0,8;0;0;0
SWE;Sweden;2010;0;0;0;0;0,7;0;0;0
SWE;Sweden;2020;0;0;0;0;0,33333334;0;0;0
CHE;Switzerland;1950;0;0;0;0;0;9,2;0;0
CHE;Switzerland;1960;0;0;0;0;0;11;0;0
CHE;Switzerland;1970;0;0;0;0;0;4,3;0;0
CHE;Switzerland;1980;0;0;0;0;0,1;0;0;0
CHE;Switzerland;1990;0;0;0;0,3;1,9;3;0;0
CHE;Switzerland;2000;0;0;0;0,7;0,2;2;0;103,9
CHE;Switzerland;2010;0;0;0;0;0,6;0;0;1,1
CHE;Switzerland;2020;0;0;0;0;0;5,6666665;0;0
SYR;Syria;1950;0;0;0;0;0;0;0;0
SYR;Syria;1960;0;0;0;0;0;0;0;0
SYR;Syria;1970;0;0;0;0;0;0;0;0
SYR;Syria;1980;0;0;0;0;0;0;0;0
SYR;Syria;1990;0;0;0;0;0;0;0;0
SYR;Syria;2000;0;0;0;0,6;3,2;8;0;0
SYR;Syria;2010;0;0;0;0,2;1,3;0;0;0
SYR;Syria;2020;0;0;0;0,33333334;0,6666667;0;1;0
TWN;Taiwan;1950;0;10,1;0;0;124,4;0;0;0
TWN;Taiwan;1960;0;12,2;0;0;84,1;0;0;0
TWN;Taiwan;1970;0;0;0;4,5;6,1;0;0;0
TWN;Taiwan;1980;0;1,3;0;3,1;24,7;1,4;0;0
TWN;Taiwan;1990;0;226,5;0;1,3;21,3;0;0;0
TWN;Taiwan;2000;0;0,6;0;1,9;111;0;0;0
TWN;Taiwan;2010;0;20,6;0;1,1;8,2;0;0;8,5
TWN;Taiwan;2020;0;0,33333334;0;0;6,3333335;0;0;0
TJK;Tajikistan;1950;0;0;0;0;0;0;0;0
TJK;Tajikistan;1960;0;0;0;0;0;0;0;0
TJK;Tajikistan;1970;0;0;0;0;0;0;0;0
TJK;Tajikistan;1980;0;0;0;0;0;0;0;0
TJK;Tajikistan;1990;0;0;0;142,4;0;29,9;0;0
TJK;Tajikistan;2000;0;1,7;0;8,9;0;5,6;0;0
TJK;Tajikistan;2010;0;0,4;0;10,9;0;2,3;0;0,1
TJK;Tajikistan;2020;0;1,6666666;0;3;0;4;0;0
TZA;Tanzania;1950;0;0;0;0;0;0;0;0
TZA;Tanzania;1960;0;0,4;0;4;0;0;0;0
TZA;Tanzania;1970;0;0;0;2,5;0;0;0;0
TZA;Tanzania;1980;0;0;0;1;0;0;0;0
TZA;Tanzania;1990;0;0;0;42,1;0,4;0;0;0
TZA;Tanzania;2000;0;1,5;0;16,2;0;1,3;0;0
TZA;Tanzania;2010;0;1,7;0;17,5;4,7;0;0;0
TZA;Tanzania;2020;0;0;0;18;0;0;0;0
THA;Thailand;1950;0;0;0;0;0;0;0;0
THA;Thailand;1960;0;0;0;0,6;76,9;0;0;0
THA;Thailand;1970;0;0;0;33,5;5;0;0;0
THA;Thailand;1980;0;0;0;87,2;51,3;0;0;0
THA;Thailand;1990;0;0;0;51,8;33,7;0,9;0;0
THA;Thailand;2000;0;834,5;0;93,5;2,7;3,8;0;0
THA;Thailand;2010;0;0,2;0;143,8;2,8;0;0;7,7
THA;Thailand;2020;0;0;0;19;5,6666665;0;0;0
TLS;Timor;1950;0;0;0;0;0;0;0;0
TLS;Timor;1960;0;0;0;0;0;0;0;0
TLS;Timor;1970;0;0;0;0;0;0;0;0
TLS;Timor;1980;0;0;0;0;0;0;0;0
TLS;Timor;1990;0;0;0;0;0;0;0;0
TLS;Timor;2000;0;0;0;0,5;0;0;0;0
TLS;Timor;2010;0;0;0;0;0;0;0;0
TLS;Timor;2020;0;0;0;1;13,666667;0;0;0
TGO;Togo;1950;0;0;0;0;0;0;0;0
TGO;Togo;1960;0;0;0;0;0;0;0;0
TGO;Togo;1970;0;0;0;0;0;0;0;0
TGO;Togo;1980;0;0;0;0;0;0;0;0
TGO;Togo;1990;0;0;0;0,3;0;0;0;0
TGO;Togo;2000;0;0;0;4,7;0;0;0;0
TGO;Togo;2010;0;0;0;2,2;0;0;0;0
TGO;Togo;2020;0;0;0;3,6666667;0;0;0;0
TKL;Tokelau;1950;0;0;0;0;0;0;0;0
TKL;Tokelau;1960;0;0;0;0;0;0;0;0
TKL;Tokelau;1970;0;0;0;0;0;0;0;0
TKL;Tokelau;1980;0;0;0;0;0;0;0;0
TKL;Tokelau;1990;0;0;0;0;0;0;0;0
TKL;Tokelau;2000;0;0;0;0;0;0;0;0
TKL;Tokelau;2010;0;0;0;0;0;0;0;0
TKL;Tokelau;2020;0;0;0;0;0;0;0;0
TON;Tonga;1950;0;0;0;0;0;0;0;0
TON;Tonga;1960;0;0;0;0;0,2;0;0;0
TON;Tonga;1970;0;0,1;0;0;0,3;0;0;0
TON;Tonga;1980;0;0;0;0;0,7;0;0;0
TON;Tonga;1990;0;0;0;0;0,1;0;0;0
TON;Tonga;2000;0;0,9;0;0;0;0;0;0
TON;Tonga;2010;0;0;0;0;0,1;0;0;0
TON;Tonga;2020;0;0;1,3333334;0;0;0;0;0
TTO;Trinidad and Tobago;1950;0;0;0;0;0;0;0;0
TTO;Trinidad and Tobago;1960;0;0;0;0;2,4;0;0;0
TTO;Trinidad and Tobago;1970;0;0;0;0;0,2;0;0;0
TTO;Trinidad and Tobago;1980;0;0;0;0;0;0;0;0
TTO;Trinidad and Tobago;1990;0;0;0;0,5;0;0;0;0
TTO;Trinidad and Tobago;2000;0;0;0;0;0,1;0,2;0;0
TTO;Trinidad and Tobago;2010;0;0;0;0;0;0;0;0
TTO;Trinidad and Tobago;2020;0;0;0;0;0;0;0;0
TUN;Tunisia;1950;0;1,3;0;0;0;0;0;0
TUN;Tunisia;1960;0;0;0;62,9;0;0;0;0
TUN;Tunisia;1970;0;0;0;11,1;0;0;0;0
TUN;Tunisia;1980;0;0;0;14;0;0;0;0
TUN;Tunisia;1990;0;0;0;3,7;0;0;0;0
TUN;Tunisia;2000;0;0;0;4,5;0;0;0;0
TUN;Tunisia;2010;0;0;0;1,3;0;0;0;0
TUN;Tunisia;2020;0;0;0;3,3333333;0;0;0;0
TUR;Turkey;1950;0;158,1;0;23,7;0;0;0;0
TUR;Turkey;1960;0;281;0;14,7;0;0;0;0
TUR;Turkey;1970;0;828,2;0;3,3;3;6,7;0;0
TUR;Turkey;1980;0;136,7;0;9,8;0;10,4;1,3;3
TUR;Turkey;1990;0;1887,6;0;26,6;3,1;20,9;0;0
TUR;Turkey;2000;0;25,2;0;20,8;3,7;3,9;0,2;7
TUR;Turkey;2010;0;69,9;0;5,6;0;4,4;0;0
TUR;Turkey;2020;0;55,333332;0;34;0,6666667;13,666667;3;0
TKM;Turkmenistan;1950;0;0;0;0;0;0;0;0
TKM;Turkmenistan;1960;0;0;0;0;0;0;0;0
TKM;Turkmenistan;1970;0;0;0;0;0;0;0;0
TKM;Turkmenistan;1980;0;0;0;0;0;0;0;0
TKM;Turkmenistan;1990;0;0;0;0;0;0;0;0
TKM;Turkmenistan;2000;0;1,1;0;0;0;0;0;0
TKM;Turkmenistan;2010;0;0;0;0;0;0;0;0
TKM;Turkmenistan;2020;0;0;0;0;0;0;0;0
TCA;Turks and Caicos Islands;1950;0;0;0;0;0;0;0;0
TCA;Turks and Caicos Islands;1960;0;0;0;0;0;0;0;0
TCA;Turks and Caicos Islands;1970;0;0;0;0;0;0;0;0
TCA;Turks and Caicos Islands;1980;0;0;0;0;0;0;0;0
TCA;Turks and Caicos Islands;1990;0;0;0;0;0;0;0;0
TCA;Turks and Caicos Islands;2000;0;0;0;0;0,4;0;0;0
TCA;Turks and Caicos Islands;2010;0;0;0;0;0;0;0;0
TCA;Turks and Caicos Islands;2020;0;0;0;0;0;0;0;0
TUV;Tuvalu;1950;0;0;0;0;0;0;0;0
TUV;Tuvalu;1960;0;0;0;0;0;0;0;0
TUV;Tuvalu;1970;0;0;0;0;0,6;0;0;0
TUV;Tuvalu;1980;0;0;0;0;0;0;0;0
TUV;Tuvalu;1990;0;0;0;0;0;0;0;0
TUV;Tuvalu;2000;0;0;0;0;0;0;0;0
TUV;Tuvalu;2010;0;0;0;0;0;0;0;0
TUV;Tuvalu;2020;0;0;0;0;0;0;0;0
UGA;Uganda;1950;0;0;0;0;0;0;0;0
UGA;Uganda;1960;0;10,4;0;0;0;0;0;0
UGA;Uganda;1970;0;0;0;0;0;0;0;0
UGA;Uganda;1980;0;0;0;0;0;0;0;0
UGA;Uganda;1990;11,5;0,7;0;10;0;2;0;0
UGA;Uganda;2000;7,9;0;0;12,8;0;1,1;0;0
UGA;Uganda;2010;0;0,4;0;18,4;2,3;56;0;0
UGA;Uganda;2020;821,6667;0;0;21,666666;2,6666667;6,3333335;0;0
UKR;Ukraine;1950;0;0;0;0;0;0;0;0
UKR;Ukraine;1960;0;0;0;0;0;0;0;0
UKR;Ukraine;1970;0;0;0;0;0;0;0;0
UKR;Ukraine;1980;0;0;0;0;0;0;0;0
UKR;Ukraine;1990;0;0;0;2,7;1,1;0;0;0
UKR;Ukraine;2000;0;0;0;4,9;1;0;0;83,3
UKR;Ukraine;2010;0;0;0;1,1;0;0;0;26,9
UKR;Ukraine;2020;0;0;0;1;0,33333334;0;5,3333335;0
ARE;United Arab Emirates;1950;0;0;0;0;0;0;0;0
ARE;United Arab Emirates;1960;0;0;0;0;0;0;0;0
ARE;United Arab Emirates;1970;0;0;0;0;0;0;0;0
ARE;United Arab Emirates;1980;0;0;0;0;0;0;0;0
ARE;United Arab Emirates;1990;0;0;0;0;0;0;0;0
ARE;United Arab Emirates;2000;0;0;0;0;0;0;0;0
ARE;United Arab Emirates;2010;0;0;0;0;0;0;0;0
ARE;United Arab Emirates;2020;0;0;0;0;0;0;0;0
GBR;United Kingdom;1950;0;0;0;3,4;0;0;0;0
GBR;United Kingdom;1960;0;0;0;0;2;14;0;0
GBR;United Kingdom;1970;0;0;0;0,6;0;0;0;0
GBR;United Kingdom;1980;0;0;0;0;7,2;0;0;0
GBR;United Kingdom;1990;0;0;0;1,7;19,1;0;0;1,4
GBR;United Kingdom;2000;0;0;0;2,6;5,5;0;0;30,5
GBR;United Kingdom;2010;0;0;0;1,1;1,9;0;0;92,6
GBR;United Kingdom;2020;0;0;0;0;3;0;0;852
USA;United States;1950;0;4,2;0;14,8;251,8;0;1,1;17,6
USA;United States;1960;0;19,9;0;22,4;277,5;0;0;41,2
USA;United States;1970;0;6,5;0;59,9;144,7;40;0;3,2
USA;United States;1980;0;7,7;9;14;184,4;0;0;166
USA;United States;1990;0;6,5;0;37,4;184,9;0;4,8;115,6
USA;United States;2000;0;0,3;0;29,9;331,6;1,5;5,5;38,7
USA;United States;2010;0;0,1;0;27,1;232,1;6,4;21,5;18,5
USA;United States;2020;15;0;0;33,666668;280,33334;0;14,333333;76,333336
VIR;United States Virgin Islands;1950;0;0;0;0;0;0;0;0
VIR;United States Virgin Islands;1960;0;0;0;0;0;0;0;0
VIR;United States Virgin Islands;1970;0;0;0;0;0;0;0;0
VIR;United States Virgin Islands;1980;0;0;0;0;0;0;0;0
VIR;United States Virgin Islands;1990;0;0;0;0;1;0;0;0
VIR;United States Virgin Islands;2000;0;0;0;0;0;0;0;0
VIR;United States Virgin Islands;2010;0;0;0;0;0,7;0;0;0
VIR;United States Virgin Islands;2020;0;0;0;0;0;0;0;0
URG;Uruguay;1950;0;0;0;0;0;0;0;0
URG;Uruguay;1960;0;0;0;0,8;0;0;0;0
URG;Uruguay;1970;0;0;0;0;0;0;0;0
URG;Uruguay;1980;0;0;0;0;0;0;0;0
URG;Uruguay;1990;0;0;0;0,1;0,2;0;0;0
URG;Uruguay;2000;0;0;0;0,3;0,9;0;0;0,7
URG;Uruguay;2010;0;0;0;1;0;0;0;0,4
URG;Uruguay;2020;0;0;0;0;0;0;0;0
UZB;Uzbekistan;1950;0;0;0;0;0;0;0;0
UZB;Uzbekistan;1960;0;0;0;0;0;0;0;0
UZB;Uzbekistan;1970;0;0;0;0;0;0;0;0
UZB;Uzbekistan;1980;0;0;0;0;0;0;0;0
UZB;Uzbekistan;1990;0;0,9;0;0;0;2,4;0;0
UZB;Uzbekistan;2000;0;0;0;0;0;0;0;0
UZB;Uzbekistan;2010;0;1,3;0;0;0;0;0;0
UZB;Uzbekistan;2020;0;0;0;3;0;2,6666667;0;0
VUT;Vanuatu;1950;0;0;0;0;10;0;0;0
VUT;Vanuatu;1960;0;0;0;0;0;0;0;0
VUT;Vanuatu;1970;0;0;0;0;0,4;0;0;0
VUT;Vanuatu;1980;0;0;0;0;5,7;0,1;0;0
VUT;Vanuatu;1990;0;1,2;0;0;3,8;0;0;0
VUT;Vanuatu;2000;0;0;0;0;0,4;0;0;0
VUT;Vanuatu;2010;0;0;0;0;2,3;0;0;0
VUT;Vanuatu;2020;0;0;0;0;1;0;0;0
VEN;Venezuela;1950;0;10;0;0;0;0;0;0
VEN;Venezuela;1960;0;24;0;0;0;3;0;0
VEN;Venezuela;1970;0;0;0;0;0;0;0;0
VEN;Venezuela;1980;0;0,3;0;14,4;1,1;11,6;0;0
VEN;Venezuela;1990;0;8;0;3003,4;10;1,8;0;0
VEN;Venezuela;2000;0;0;0;16;0,5;0;0;0
VEN;Venezuela;2010;0;0;0;6,6;0,8;0;0;0
VEN;Venezuela;2020;0;0;0;26,666666;0;36,333332;0;0
VNM;Vietnam;1950;0;0;0;0;105,6;0;0;0
VNM;Vietnam;1960;0;0;0;43,1;700;0;0;0
VNM;Vietnam;1970;0;0;0;31,1;21,2;0;0;0
VNM;Vietnam;1980;0;0;0;38,5;373,9;0;0;0
VNM;Vietnam;1990;0;0;0;201,6;554,1;22,1;0;0
VNM;Vietnam;2000;0;0;0;200;131,9;10,9;0;0
VNM;Vietnam;2010;0;0;0;86,7;50,8;0;0;0
VNM;Vietnam;2020;0;0;0;18;115,333336;0;0;0
WLF;Wallis and Futuna;1950;0;0;0;0;0;0;0;0
WLF;Wallis and Futuna;1960;0;0;0;0;0;0;0;0
WLF;Wallis and Futuna;1970;0;0;0;0;0;0;0;0
WLF;Wallis and Futuna;1980;0;0;0;0;0,1;0;0;0
WLF;Wallis and Futuna;1990;0;0,5;0;0;0;0;0;0
WLF;Wallis and Futuna;2000;0;0;0;0;0;0;0;0
WLF;Wallis and Futuna;2010;0;0;0;0;0;0;0;0
WLF;Wallis and Futuna;2020;0;0;0;0;0;0;0;0
YEM;Yemen;1950;0;0;0;0;0;0;0;0
YEM;Yemen;1960;0;0;0;0;0;0;0;0
YEM;Yemen;1970;0;0;0;0;0;0;0;0
YEM;Yemen;1980;0;0;0;0;0;0;0;0
YEM;Yemen;1990;0;1;0;44,6;0;0;0;0
YEM;Yemen;2000;0;0;0,6;33,6;3;7,6;0;0
YEM;Yemen;2010;0;0;0;15,8;7,5;2;0;0
YEM;Yemen;2020;0;0;0;67;0;0;0;0
ZMB;Zambia;1950;0;0;0;0;0;0;0;0
ZMB;Zambia;1960;0;0;0;0;0;0;0;0
ZMB;Zambia;1970;0;0;0;1,1;0;0;0;0
ZMB;Zambia;1980;0;0;0;0;0;0;0;0
ZMB;Zambia;1990;0;0;0;0;0;0;0;0
ZMB;Zambia;2000;0;0;0;6;0;0;0;0
ZMB;Zambia;2010;0;0;0;0,4;0;0,9;0;0
ZMB;Zambia;2020;0;0;0;2;0;0;0;0
ZWE;Zimbabwe;1950;0;0;0;0;0;0;0;0
ZWE;Zimbabwe;1960;0;0;0;0;0;0;0;0
ZWE;Zimbabwe;1970;0;0;0;0;1,1;0;0;0
ZWE;Zimbabwe;1980;0;0;0;0;0;0;0;0
ZWE;Zimbabwe;1990;0;0;0;3,6;0;0;0;0
ZWE;Zimbabwe;2000;0;0;0;11,2;0,8;0;0;0
ZWE;Zimbabwe;2010;0;0;0;16,5;92;0;0;0
ZWE;Zimbabwe;2020;0;0;0;0;1;0;0;0
